page_url,title,extracted_dates,image_urls_seen,image_files_saved_on_page,page_links_seen,saved_html,saved_text,saved_screenshot,blocked_or_verification
https://www.erome.com/a/Jq1EKaL1,Re-Upload: Normal_prgram_pinay_masturbate - Porn - EroMe,,112,6,41,C:\Users\ASUS\Documents\Personal Projects\Image Harvester\V11\site_image_harvest\evidence\page_html\00001_a_Jq1EKaL1.html,C:\Users\ASUS\Documents\Personal Projects\Image Harvester\V11\site_image_harvest\evidence\page_text\00001_a_Jq1EKaL1.txt,.,False
